bufferRadius_max,col_index,row_index,dem_mean,risknum_max
,7,30,4.19946601073761,
,7,31,4.15441840486673,
,7,32,4.1041007577262,
,7,33,4.09999990463257,
2.5,7,34,4.09236293814146,
2.5,7,35,4.03131024247901,
2.5,7,36,4.00068880839876,
,7,37,3.96341506959626,
,7,38,3.9150817356654,
,7,39,3.88387439278846,
,7,40,3.83769506145235,
,7,41,3.79999995231628,
,7,42,3.79914955988037,
7.5,7,43,3.78423923256494,
,7,44,3.70278938723544,
,7,45,3.70000004768372,
,7,46,3.63629838596278,
,7,47,3.6057817549614,
,7,48,3.56489277644616,
,7,49,3.5202600228064,
,7,50,3.49566972826621,
2.5,7,51,3.47789724528522,
7.5,7,52,3.44062336681515,
7.5,7,53,3.40000009536743,
7.5,7,54,3.39173247712312,
2.5,7,55,3.31393149759122,
2.5,7,56,3.29999995231628,
,7,57,3.2425218732043,
,7,58,3.20621468913571,
,7,59,3.19188405257912,
,7,60,3.16507830130908,
,7,61,3.12247217762829,
,7,62,3.09838060397851,
,7,63,3.06142434931273,
,7,64,3.005825848187,
,7,65,2.98468266714554,
,7,66,2.92763756291449,
,7,67,2.89775343680942,
,7,68,2.85627290913617,
,7,69,2.80288151058729,
,7,70,2.80011111188973,
,7,71,2.79295799826302,
,7,72,2.72907548977813,
,7,73,2.70110963128698,
,7,74,2.66111741879109,
,7,75,2.61478595064478,
,7,76,2.5825330284101,
,7,77,2.53740495541176,
,7,78,2.50069261822662,
,7,79,2.49864271503056,
,8,0,5.19999980926514,
,8,1,5.19999980926514,
,8,2,5.18559239399266,
,8,3,5.13871465836858,
,8,4,5.09999990463257,
,8,5,5.0997585670078,
,8,6,5.0831093788147,
,8,7,5.00604872072539,
,8,8,5,
,8,9,4.93863522003929,
,8,10,4.90618388286079,
2.5,8,11,4.8664902260577,
,8,12,4.82140184376019,
,8,13,4.79588445595035,
2.5,8,14,4.77865874612263,
2.5,8,15,4.74205524308427,
,8,16,4.69999980926514,
,8,17,4.69507742969897,
2.5,8,18,4.61293029785156,
2.5,8,19,4.60039473004232,
2.5,8,20,4.54399807056828,
2.5,8,21,4.50747754467725,
